window_index,DLinear,PatchTST,iTransformer,TimeMixer
104,0.5,0.625,0.5416666865,0.625
105,0.5,0.625,0.5416666865,0.5833333135
106,0.5416666865,0.625,0.6666666865,0.6666666865
107,0.5,0.5833333135,0.5,0.5833333135
108,0.5,0.5833333135,0.5416666865,0.5416666865
109,0.4583333433,0.5833333135,0.5833333135,0.5833333135
110,0.5416666865,0.5833333135,0.5416666865,0.5833333135
111,0.5,0.5833333135,0.6666666865,0.5833333135
112,0.4166666567,0.5833333135,0.5,0.5833333135
113,0.375,0.5833333135,0.4583333433,0.5833333135
114,0.5,0.5416666865,0.4166666567,0.5416666865
115,0.5,0.5,0.375,0.5
116,0.4583333433,0.4583333433,0.4166666567,0.5416666865
117,0.4583333433,0.5,0.4583333433,0.5
118,0.5,0.5416666865,0.375,0.5
119,0.5416666865,0.5416666865,0.5833333135,0.4166666567
120,0.4583333433,0.5416666865,0.5416666865,0.5833333135
121,0.5,0.5833333135,0.5,0.5833333135
122,0.5833333135,0.625,0.5833333135,0.5833333135
123,0.5833333135,0.5833333135,0.5416666865,0.5416666865
124,0.5416666865,0.5416666865,0.5416666865,0.5416666865
125,0.7083333135,0.5,0.625,0.5416666865
126,0.5416666865,0.5,0.5,0.4583333433
127,0.5833333135,0.4583333433,0.5833333135,0.375
128,0.5416666865,0.4583333433,0.5416666865,0.4583333433
129,0.5416666865,0.5,0.5416666865,0.5
130,0.5833333135,0.5,0.4583333433,0.4583333433
131,0.5416666865,0.5,0.5416666865,0.4166666567
132,0.5416666865,0.5,0.4583333433,0.4166666567
133,0.5,0.5,0.5833333135,0.4166666567
134,0.5,0.5,0.5416666865,0.5416666865
135,0.625,0.5416666865,0.5833333135,0.5
136,0.5416666865,0.5,0.4583333433,0.4583333433
137,0.5416666865,0.5,0.5,0.4583333433
138,0.5833333135,0.5416666865,0.5833333135,0.5416666865
139,0.4166666567,0.5416666865,0.5416666865,0.4583333433
140,0.2916666567,0.5416666865,0.6666666865,0.5833333135
141,0.375,0.5,0.5416666865,0.4583333433
142,0.3333333433,0.5,0.5416666865,0.5416666865
143,0.4166666567,0.4583333433,0.5,0.4583333433
144,0.5,0.4583333433,0.4583333433,0.5416666865
145,0.5,0.4166666567,0.4166666567,0.5
146,0.4583333433,0.4166666567,0.4583333433,0.4583333433
147,0.5,0.4583333433,0.5,0.4166666567
148,0.4583333433,0.5,0.5,0.4583333433
149,0.4166666567,0.5,0.5833333135,0.5416666865
150,0.4166666567,0.5,0.4583333433,0.625
151,0.5416666865,0.5416666865,0.5416666865,0.5
152,0.4166666567,0.5416666865,0.5416666865,0.5416666865
153,0.4166666567,0.5,0.5,0.5
154,0.375,0.4583333433,0.4583333433,0.4583333433
155,0.375,0.5,0.5833333135,0.5
156,0.5833333135,0.5416666865,0.5,0.5833333135
157,0.5,0.5,0.5,0.5
158,0.3333333433,0.5,0.4583333433,0.5416666865
159,0.4166666567,0.5,0.4583333433,0.5
160,0.4166666567,0.5416666865,0.5416666865,0.5416666865
161,0.375,0.5416666865,0.6666666865,0.5
162,0.3333333433,0.5416666865,0.5833333135,0.5416666865
163,0.3333333433,0.5833333135,0.5416666865,0.5833333135
164,0.2916666567,0.5833333135,0.4583333433,0.5833333135
165,0.4583333433,0.625,0.5833333135,0.5416666865
166,0.2916666567,0.5833333135,0.625,0.5416666865
167,0.375,0.5833333135,0.5833333135,0.5416666865
168,0.375,0.5416666865,0.4583333433,0.5833333135
169,0.375,0.5833333135,0.5,0.625
170,0.4166666567,0.5416666865,0.4583333433,0.5
171,0.375,0.5,0.5416666865,0.4583333433
172,0.375,0.4583333433,0.5,0.4583333433
173,0.3333333433,0.5,0.5,0.5
174,0.4166666567,0.5,0.4583333433,0.4583333433
175,0.375,0.4583333433,0.4583333433,0.375
176,0.5,0.4583333433,0.4166666567,0.4583333433
177,0.5,0.4583333433,0.4583333433,0.4583333433
178,0.5416666865,0.4583333433,0.4166666567,0.4166666567
179,0.375,0.4583333433,0.5,0.4583333433
180,0.4583333433,0.4166666567,0.4583333433,0.4166666567
181,0.375,0.4583333433,0.5,0.4583333433
182,0.625,0.5,0.5416666865,0.5
183,0.5833333135,0.5,0.5833333135,0.5
184,0.4583333433,0.4583333433,0.5,0.4583333433
185,0.5416666865,0.5,0.5,0.5
186,0.5833333135,0.5,0.4583333433,0.5
187,0.6666666865,0.4583333433,0.4583333433,0.4583333433
188,0.5416666865,0.5,0.625,0.5
189,0.5416666865,0.4583333433,0.5833333135,0.4583333433
190,0.6666666865,0.4583333433,0.5833333135,0.4583333433
191,0.6666666865,0.5,0.5,0.5
192,0.5833333135,0.5416666865,0.5833333135,0.5
193,0.625,0.5,0.5416666865,0.5
194,0.8333333135,0.5,0.5833333135,0.5
195,0.5416666865,0.5,0.5833333135,0.5416666865
196,0.625,0.5416666865,0.5416666865,0.5
197,0.625,0.5,0.5,0.5416666865
198,0.6666666865,0.4583333433,0.4166666567,0.4583333433
199,0.625,0.4583333433,0.5833333135,0.5
200,0.5833333135,0.4583333433,0.4166666567,0.4583333433
201,0.5833333135,0.5,0.625,0.5416666865
202,0.5416666865,0.5416666865,0.625,0.5
203,0.625,0.5,0.4583333433,0.5
204,0.5,0.5,0.5,0.5
205,0.4583333433,0.5,0.4583333433,0.5
206,0.5416666865,0.5,0.4583333433,0.4583333433
207,0.5,0.5,0.5833333135,0.5
208,0.5,0.5,0.5,0.5416666865
209,0.4166666567,0.4583333433,0.4166666567,0.4166666567
210,0.4583333433,0.4583333433,0.5833333135,0.5
211,0.4166666567,0.4583333433,0.5416666865,0.5833333135
212,0.4583333433,0.4166666567,0.4583333433,0.5
213,0.4166666567,0.4583333433,0.3333333433,0.4166666567
214,0.5,0.5,0.5416666865,0.4583333433
215,0.5833333135,0.4583333433,0.7083333135,0.4583333433
216,0.4166666567,0.4583333433,0.5833333135,0.5416666865
217,0.375,0.4583333433,0.5,0.5416666865
218,0.4583333433,0.5,0.4583333433,0.4166666567
219,0.4583333433,0.5416666865,0.375,0.4583333433
220,0.4583333433,0.5,0.4166666567,0.4583333433
221,0.375,0.5,0.5833333135,0.5
222,0.375,0.5416666865,0.5416666865,0.625
223,0.4583333433,0.5416666865,0.4166666567,0.5
224,0.4166666567,0.5,0.5,0.4583333433
225,0.3333333433,0.5,0.4166666567,0.5
226,0.3333333433,0.4583333433,0.5833333135,0.5
227,0.375,0.5,0.625,0.5
228,0.4583333433,0.5416666865,0.375,0.4166666567
229,0.3333333433,0.5416666865,0.5416666865,0.5833333135
230,0.4583333433,0.5416666865,0.5,0.5416666865
231,0.7083333135,0.5,0.4166666567,0.5416666865
232,0.4166666567,0.5416666865,0.625,0.5
233,0.5833333135,0.5833333135,0.625,0.625
234,0.4166666567,0.5833333135,0.5416666865,0.625
235,0.4166666567,0.5833333135,0.6666666865,0.5833333135
236,0.5416666865,0.5833333135,0.5416666865,0.5833333135
