window_index,DLinear,PatchTST,iTransformer,TimesNet,ZeroPred,Persistence,HAR_EWM
81,0.4938304424,0.5096798539,0.5284497738,0.4943256378,0.4921524525,0.6633252501,0.4883270562
82,0.5121676922,0.5168538094,0.5075445771,0.5050368905,0.5010628104,0.6421208978,0.4959849417
83,0.5028671622,0.5256786942,0.4934355915,0.4754531384,0.4933066666,1.292308927,0.4857282639
84,0.4980119765,0.533241868,0.5023179054,0.5029186606,0.5096778274,0.5565783381,0.5042436123
85,0.503765285,0.5451424718,0.5005473495,0.4899720848,0.5065689683,0.68786484,0.502127707
86,0.4925034344,0.4498799145,0.463385731,0.4739536345,0.4967731535,0.8803448677,0.4956389368
87,0.4829481542,0.4958388507,0.4847035408,0.4704233706,0.4853601754,0.7268371582,0.4811625481
88,0.4880800247,0.468310982,0.4830123186,0.4789932072,0.4895353317,0.4821354151,0.4847549498
89,0.4728233516,0.4491704702,0.4523157179,0.4667425156,0.4886235297,0.5597333312,0.4848410785
90,0.4858558178,0.4755116701,0.5045771003,0.4749704897,0.4913458824,0.4934326708,0.4858657122
91,0.5102336407,0.5287532806,0.4703954458,0.4865715504,0.5198005438,0.8593373299,0.5160045624
92,0.5557668209,0.558853209,0.4964040518,0.5085417628,0.5406073928,0.5003597736,0.5347557664
93,0.5652469993,0.5262954831,0.5449804664,0.5237125754,0.55249542,0.7172647119,0.5498870015
94,0.5682958961,0.6300323606,0.5494381189,0.5294308662,0.5552877784,0.6100500226,0.5540157557
95,0.5498448014,0.5512468815,0.5091343522,0.5232665539,0.5550939441,0.5237279534,0.5512672067
96,0.5339567661,0.5169069767,0.5032624602,0.505343616,0.5296242237,1.019113421,0.518923521
97,0.4607312381,0.4506561756,0.4385910928,0.4261474907,0.4621456861,3.315140486,0.4655142128
98,0.4624974728,0.4761287272,0.436368227,0.4189862013,0.4442079961,0.6695588231,0.4407270849
99,0.3851841986,0.4001684189,0.3159633577,0.311621815,0.3236825764,3.205653429,0.3131079972
100,0.2511806786,0.3047576249,0.2426525503,0.2298992425,0.2281057388,2.357877016,0.2273002118
101,0.2951225042,0.2899531424,0.2898592949,0.2630791962,0.2668156922,0.2624971569,0.2578696907
102,0.3451606929,0.3639334142,0.2893311679,0.3100642264,0.3250644207,0.3062550724,0.3070040047
103,0.3298111558,0.3140111864,0.2879317105,0.2779575884,0.3087808192,1.322131872,0.2847947776
104,0.3214459121,0.3336277008,0.3000929654,0.2801962793,0.3181631863,0.4345131814,0.2920976877
105,0.3395282328,0.3986157477,0.3152307272,0.3099904358,0.3435063362,0.3665833771,0.3224573433
106,0.3330183327,0.3832402527,0.3068752587,0.3000690639,0.3281936347,0.518859446,0.3058923483
107,0.3179642856,0.3909506798,0.3188285828,0.2955594361,0.3157252967,0.5490535498,0.2984649241
108,0.319324404,0.3551700413,0.3053791523,0.2768597305,0.2991254032,0.913987577,0.2806300819
109,0.3217211664,0.3418880403,0.2929156721,0.280167222,0.3099426627,0.2795881927,0.2886103392
110,0.3254021406,0.3027591407,0.3025897741,0.2825910151,0.3101021945,0.3342327178,0.2897079289
111,0.32909289,0.3433654308,0.3001002967,0.2840358913,0.3128331602,0.523458302,0.2952720523
112,0.3348813951,0.3119859397,0.3009417951,0.2889858484,0.3141874969,0.3058613539,0.2948437631
113,0.3283943832,0.3485511541,0.291449815,0.2869718373,0.3139276505,0.3497432768,0.2951729894
114,0.314245373,0.3216350079,0.2963399291,0.2878185809,0.3091159761,0.3321343362,0.291763097
115,0.3778144419,0.3827528059,0.3788509071,0.3801784217,0.3793137372,1.154127002,0.3796035051
116,0.3657066822,0.3489924967,0.3785355091,0.3619846404,0.3575845659,0.8534803391,0.3670968115
117,0.3806611598,0.448539257,0.3672604561,0.3701538742,0.3799562156,0.8269762397,0.3735131323
118,0.3808121979,0.3708368242,0.381062597,0.3697834313,0.3799937665,0.5189231634,0.3692914546
119,0.7420219779,0.7264832854,0.7104060054,0.7144882083,0.7318684459,0.6855654716,0.7008755207
120,0.9845511913,0.9376924634,0.9134319425,0.9543718696,0.9814383388,0.9040777683,0.931004703
121,0.9858472347,0.9728795886,0.9422156215,0.9603366256,0.9938370585,2.233664989,0.943510294
122,1.018342376,1.030813575,0.9882366061,0.997672081,1.028512716,1.146976709,0.9756441712
123,1.003140211,1.051592708,0.9608080983,0.978908062,1.013055205,0.9308927655,0.9549592137
124,1.011567235,0.9680436254,0.987169981,0.9986171722,1.029022098,0.9838193059,0.9760544896
125,0.9739346504,0.9999470115,0.9675598741,0.9610855579,0.9909262657,1.322134376,0.9349346757
126,0.949723959,0.9868788719,0.9453830719,0.9379265904,0.9733309746,1.666058898,0.9082129598
127,0.9683436751,0.9431822896,0.9314792752,0.9324798584,0.9641388059,0.9684954286,0.905784905
128,0.9602517486,0.9419448376,0.943973124,0.9277048111,0.9567167163,0.9521988034,0.8991311193
129,0.9210891724,0.9257904887,0.9096518159,0.8922080398,0.9318004251,2.005654812,0.8700655103
130,0.9355669022,0.9114897847,0.9064206481,0.9073217511,0.9334974289,0.8483684063,0.8700091243
131,0.9831086993,0.9688420296,0.949174881,0.939271152,0.9727434516,1.261832833,0.9209456444
132,0.9664745927,0.9157293439,0.9591920376,0.9423882365,0.9722919464,1.044367671,0.9217481017
133,0.9691824913,0.9781907201,0.9288913608,0.9399465919,0.972533226,0.9649001956,0.9183903337
134,0.9880466461,0.9863214493,0.9831753373,0.93506217,0.9840499759,1.035076022,0.9363101125
135,0.9897475243,0.9841287732,0.9848539829,0.9389438629,0.986995697,1.393712044,0.9353780746
136,1.004739404,0.9995581508,0.9674763083,0.9753382802,1.000351906,0.9519851804,0.956111908
137,1.010969043,1.021599412,1.038122177,0.9750862718,1.007425904,1.019702911,0.9678786397
138,1.022556901,1.032188654,1.029841781,0.9836043715,1.013628006,1.108197093,0.9710646272
139,0.9159809947,0.9542600513,0.9219501615,0.8833088875,0.9156293869,4.435754299,0.8847308159
140,0.9548814893,0.8727943897,0.8935357928,0.8926135898,0.9254293442,0.9291355014,0.8975756764
141,0.9577159882,1.039134741,0.9032524228,0.882502079,0.9147971272,1.403038383,0.8874552846
142,0.9775670171,0.9405937791,0.9141409397,0.9037139416,0.9358057976,0.8847369552,0.9035413861
143,0.6583263278,0.6294787526,0.5905398726,0.588121295,0.5993046165,8.618168831,0.599245131
144,0.4317329824,0.4388307333,0.4193698466,0.3975024521,0.3952027857,6.430757046,0.4366284907
145,0.4689497948,0.4778839052,0.491201967,0.4988237619,0.456161052,1.543831468,0.5596307516
146,0.4281028807,0.4684944153,0.481826514,0.4807078838,0.4224899113,1.469409466,0.5552681684
147,0.4360340834,0.4994993508,0.4583924115,0.4701812565,0.430492878,0.4384965003,0.5385633111
148,0.4168576896,0.4796766341,0.4458766282,0.4450293481,0.4143187106,0.7352396846,0.49390769
149,0.4468093812,0.4822578132,0.4662990868,0.4656802714,0.4263327122,0.4239372313,0.5081147552
150,0.3895920813,0.4650785029,0.4246235788,0.4342723191,0.3856625855,1.590084672,0.4988912046
151,0.3957631588,0.4249989986,0.442371279,0.4299862385,0.3885998726,0.4196355641,0.4789642394
152,0.3883139789,0.4426394701,0.4383549392,0.4382885396,0.3867878616,0.5156961083,0.4798695147
153,0.4301400185,0.4565944672,0.4766144753,0.467084676,0.4103399515,0.4509414136,0.5179471374
154,0.4323832989,0.4684495628,0.4581213295,0.4843745232,0.4089020193,0.5928031206,0.5287466049
155,0.3930668831,0.4470927715,0.4305101335,0.4364351332,0.3809265196,1.276792526,0.4485457242
156,0.3782091141,0.4269687235,0.4361847937,0.4267104864,0.386030823,0.3830723763,0.4440822303
157,0.4058029354,0.4808553755,0.4594196379,0.4727693796,0.4089413881,0.8286502361,0.4960856438
158,0.406075269,0.423617214,0.4341179132,0.4478251636,0.397341162,0.5730804801,0.4648476541
159,0.3886188567,0.4968074262,0.4264291823,0.4439815283,0.3878695071,0.7405317426,0.4663485587
160,0.3855891526,0.4377339184,0.4282019138,0.4236839712,0.38204965,0.7477181554,0.4295842648
161,0.376802057,0.3990383148,0.4258936942,0.4078633785,0.3758062422,0.5010631084,0.4128894806
162,0.4516593218,0.47506091,0.4520415068,0.4761865139,0.4486839473,0.629935801,0.4764437675
163,0.5757504702,0.5995697379,0.5515699983,0.5817942023,0.5826988816,0.8519805074,0.5790771842
164,0.6387915611,0.7289388776,0.6188271046,0.6307129264,0.6236543655,0.912799418,0.6245143414
165,0.6078799367,0.5923317075,0.6024844646,0.593139112,0.6062218547,1.409980178,0.5948082805
166,0.6047477722,0.6078272462,0.568212986,0.5947327614,0.5917463899,1.091075778,0.5917386413
167,0.6210594773,0.6473562121,0.6283307076,0.6013849378,0.6003902555,1.093069196,0.5994979739
168,0.6288543344,0.6529946923,0.6763877869,0.6502881646,0.6193107963,2.005032778,0.6458881497
169,0.5490012765,0.5536842942,0.5588344336,0.5418637395,0.5426005721,3.077702284,0.5414533019
170,0.5642513633,0.5556246638,0.5460116267,0.5612978339,0.5514268875,0.5848457217,0.5548853278
171,0.5533118844,0.5592117906,0.5766351223,0.5569716096,0.5419721603,0.7820525765,0.5509775281
172,0.5593378544,0.5375491977,0.5534206033,0.5557493567,0.5420072079,0.5420301557,0.5507653356
173,0.5375680923,0.5200904012,0.549048543,0.543202281,0.535530746,0.8717556,0.5360304713
174,0.5524975657,0.5599146485,0.5677630901,0.543556571,0.5398690701,0.5436576009,0.539170742
175,0.6154473424,0.675699532,0.6240329146,0.6297439933,0.6109820008,0.7828766704,0.6220152974
176,0.59834373,0.6518586278,0.6507900357,0.6421023011,0.6130785346,0.6615689993,0.6241659522
177,0.5956683755,0.6649960279,0.5885152221,0.6028905511,0.5910211205,1.158780932,0.5949317813
178,0.5985658765,0.6098964214,0.6191806197,0.6052662134,0.5907888412,0.6480433941,0.5936462879
179,0.601775825,0.6123739481,0.6050024033,0.6080608964,0.5896958113,0.9790574908,0.5946757793
180,0.6043313146,0.6613736153,0.6319802403,0.6268537641,0.5960074067,0.7505364418,0.607465446
181,0.5683806539,0.555328548,0.5978092551,0.5790019631,0.5641182065,1.414419174,0.5655272603
182,0.5789341331,0.5901303887,0.5898388028,0.5966066718,0.588685751,0.5999951959,0.5870110393
183,0.585893631,0.5849066973,0.5875381231,0.595066011,0.5902825594,0.5915510654,0.5881951451
184,0.5853344798,0.5908811092,0.5863645673,0.5912755132,0.5786553025,0.8771641254,0.5802415013
185,0.5812048912,0.5363838077,0.5569625497,0.5867391825,0.5861226916,0.6179141998,0.5847352147
186,0.5052275658,0.5096563697,0.5173047185,0.5335235,0.5069304705,2.461481571,0.51720649
187,0.3576588333,0.4342583716,0.4463152885,0.4408520162,0.3709510863,4.176271915,0.4199050963
188,0.3259992898,0.3776406348,0.3802652657,0.3650547564,0.3246620595,1.440343022,0.3451099396
189,0.3147254884,0.3126719892,0.3420948088,0.364218086,0.315887481,0.5924857855,0.3444346189
190,0.3210817277,0.3943444192,0.3520241082,0.35757339,0.3077866733,0.4901555479,0.3281277716
191,0.2841487825,0.3402632773,0.3204493821,0.3103753924,0.2861962914,0.9069494605,0.2925913632
192,0.2199754715,0.2039413899,0.2242893726,0.224984929,0.2243102938,2.121010542,0.2210930586
193,0.2110459805,0.2187390924,0.1969219893,0.2219340354,0.2031320184,0.722884953,0.2031920403
194,0.1846154183,0.2136461288,0.2109884471,0.2079367042,0.1971660703,0.48120296,0.1961005479
195,0.188616097,0.198704347,0.2114848047,0.2123129517,0.2023991793,0.2105382681,0.2021320015
196,0.1972859055,0.2486181408,0.2034917474,0.203996405,0.2040133029,0.2066126317,0.2030980438
197,0.1816907525,0.1857087612,0.2035260648,0.2032447606,0.1979257613,0.3368089199,0.198654294
198,0.2007325441,0.2128365785,0.2223271579,0.2202883214,0.2031754702,0.3351672888,0.2079895735
199,0.1175979748,0.1497679204,0.1335671544,0.1291478872,0.1259737462,2.071339607,0.1253815442
200,0.1222663149,0.1308903396,0.1390711069,0.1299376488,0.1271373779,0.1934465617,0.1261585802
201,0.1207925901,0.1440816522,0.125566408,0.1254053712,0.1253185272,0.1953749657,0.1243406162
202,0.1155053973,0.1165593043,0.1158221439,0.1217199564,0.1233230606,0.2068152279,0.1227824464
203,0.1006176397,0.1098309979,0.104534395,0.1106130853,0.1090373322,0.4250723422,0.1081251875
204,0.1479377002,0.1542200446,0.1479683965,0.1508286297,0.1424336284,0.4287840128,0.1423433721
205,0.1456518024,0.1664426923,0.167490378,0.1528773159,0.1485137343,0.2126708031,0.148188144
206,0.1504816711,0.1806146353,0.1505157351,0.1532781273,0.1495013386,0.7144325376,0.1493649483
207,0.2445475906,0.2308486849,0.2329958677,0.2435543537,0.2489921302,0.2647434175,0.2445464879
208,0.256431222,0.2769438326,0.2357106954,0.2619241476,0.2556593716,0.3159554601,0.2524265945
209,0.2456475049,0.236748293,0.2528228462,0.2515810728,0.2477870733,0.4102365077,0.2460581064
210,0.2507369518,0.2568524182,0.2501210868,0.2517561018,0.2474232912,0.2546900809,0.2458714396
211,0.2414782047,0.242754057,0.2460192442,0.245207265,0.2431988269,0.4296093881,0.2411077023
212,0.314335525,0.3184232414,0.3190559745,0.3113139868,0.2947873175,0.4117365181,0.2980303466
213,0.3060696721,0.2841555178,0.3101075888,0.3050586581,0.2947542071,0.2967014611,0.2973136008
214,0.3059320748,0.3425825536,0.2956537306,0.2972525656,0.2954792082,0.3417781591,0.2960727215
215,0.3001585603,0.3279366195,0.3274032474,0.3140354455,0.2977236509,0.4302915335,0.301540941
216,0.3094927371,0.3316256702,0.3252249658,0.3134192526,0.2997015417,0.5582208633,0.3051350117
217,0.3108817637,0.319291085,0.3025330603,0.3167150915,0.299742192,0.3400941789,0.3040299714
218,0.3169198036,0.314943254,0.3432360888,0.3124919236,0.3041868508,0.4198070467,0.3046816885
219,0.3081293404,0.3313136995,0.3116414249,0.3045068681,0.2999183834,0.4551166594,0.2988437116
220,0.2989638448,0.3328126371,0.3121011257,0.3052828014,0.3013799191,0.3353362978,0.3014471233
221,0.3122824132,0.349121809,0.2978524268,0.304402262,0.3014985025,0.3049792051,0.3015547693
222,0.294665724,0.3119572103,0.2951782048,0.2911303341,0.2938769758,0.5796977878,0.2928795516
223,0.3078974187,0.3361934721,0.3054924905,0.2932505012,0.2940219343,0.2945961654,0.2931158841
224,0.3646807671,0.3764392436,0.3767692745,0.3599217236,0.3526813984,0.4843665659,0.3542349339
225,0.3638549149,0.4017581046,0.3865393102,0.3601661623,0.3540982306,0.3619745076,0.3555370271
226,0.3688187897,0.3736006916,0.3756296337,0.3754633367,0.3648341596,0.3790191412,0.3676789105
227,0.4052263796,0.4614045322,0.4081319571,0.4066289663,0.4020384848,0.4134125412,0.4024834335
228,0.3489898741,0.3429950774,0.3607158363,0.3542650044,0.3613182604,1.555941582,0.362370342
229,0.3802968264,0.3666194677,0.3423641622,0.3788558543,0.3838510811,0.5350927711,0.3831396103
230,0.4352265894,0.421466589,0.3929746151,0.4241248071,0.4306902885,0.8985695243,0.4262089729
231,0.3121408522,0.3636641204,0.3246088922,0.33738783,0.329646349,2.684521675,0.3309495449
232,0.3197278082,0.3225676715,0.3318838775,0.3244690001,0.3219894469,0.5614246726,0.3196099699
233,0.3277873099,0.3192619085,0.3088185191,0.3212055266,0.3243849576,0.3486597538,0.3203864098
234,0.3299563825,0.3303110898,0.3176961243,0.3246511519,0.3254748285,0.3216057718,0.3210398555
235,0.3346812725,0.3614808023,0.3268146813,0.3334702551,0.3323062956,0.4065173566,0.3290774524
236,0.2722512484,0.3096835613,0.2802534997,0.2682987452,0.277055949,1.856342435,0.2749722004
237,0.298397094,0.3245201111,0.2958671749,0.2869657576,0.2926449776,0.2879038155,0.2910323739
238,0.3236480951,0.2844504118,0.3008744121,0.2910842001,0.2972942591,0.3181128204,0.2946487367
239,0.2933655679,0.2602668703,0.2899416685,0.2822449803,0.2904798388,0.5445985794,0.2892386615
240,0.3673397303,0.3474621475,0.3638380468,0.3580832481,0.3605909348,0.4993251562,0.3551829755
241,0.3704043925,0.3810010254,0.3424487114,0.3596431017,0.3650730848,0.4894736707,0.3605974615
242,0.3481897414,0.3583888113,0.3554769456,0.3558559716,0.3562725484,0.4352940023,0.3490712643
243,0.3524244726,0.3762408197,0.3528897762,0.3586357534,0.3620935678,0.3492688835,0.3554508686
244,0.3448509276,0.3950753212,0.3485328257,0.3537915051,0.3613404334,0.5144328475,0.355394274
245,0.3541018963,0.3446392119,0.3756123483,0.3581360579,0.3622024357,0.3872235715,0.3570570052
246,0.3502745628,0.3799004257,0.3754347861,0.3649567664,0.3622944355,0.3535871208,0.355645746
247,0.3731313646,0.3762703836,0.3708768189,0.3647715151,0.3663908541,0.3852391541,0.3608166277
248,0.3053314388,0.3518197238,0.3279971778,0.3130795956,0.3076564074,2.242020845,0.3118155301
249,0.3233118355,0.3055388927,0.3163435757,0.3088121116,0.306024909,0.2824419737,0.3079868853
250,0.2945777476,0.3069985807,0.3197322786,0.3157279789,0.3070928156,0.7799293399,0.3158311248
251,0.3314933479,0.3236344755,0.3232940435,0.3106007874,0.3115427196,0.9857845306,0.3098733127
252,0.3252539933,0.298364073,0.3287621439,0.3107019663,0.3092123568,0.3351882398,0.3057644665
253,0.3080355227,0.3116121888,0.2971616983,0.2860357463,0.2910401523,0.9538480639,0.2881229222
254,0.2229457498,0.2438615412,0.2246528864,0.2196587473,0.2191286683,1.972674966,0.2256370783
255,0.2367370278,0.2186935395,0.2270165682,0.2232815474,0.2274039537,0.2435020953,0.2297089845
256,0.2564707994,0.2352423817,0.2502508461,0.2545595467,0.2539767325,0.2553607523,0.2521882951
257,0.2622259557,0.27844733,0.2491298914,0.2625583112,0.2581999898,0.315797478,0.2610685825
258,0.2624089718,0.2957948744,0.2615390718,0.2613138258,0.2592278421,0.286093086,0.2620830834
259,0.263058722,0.2621032596,0.2533070147,0.2477498502,0.2521015704,0.51122123,0.2497674823
260,0.2941942215,0.3129655421,0.2804231942,0.296462208,0.2922120094,0.3157593906,0.2939807475
261,0.2891055644,0.2704187334,0.292232722,0.2797906101,0.2839714289,0.7319480777,0.2808871567
262,0.2796013057,0.275018543,0.2681722939,0.2747203112,0.2771776021,0.4117722511,0.2752011716
263,0.3023421764,0.2970657647,0.3121284544,0.3001247346,0.296366334,0.3012907207,0.2977437675
264,0.2301558703,0.2497564107,0.2271595746,0.220471397,0.214785859,2.298853159,0.230502367
265,0.2676682174,0.2896817625,0.2703235447,0.2723255455,0.2545138597,0.4939988554,0.2846477032
266,0.2810994685,0.2905602455,0.2735554874,0.2770056725,0.2560223639,0.2724680901,0.2877874076
267,0.2898114026,0.3008144498,0.3026639521,0.2899393737,0.2745443881,0.3375214338,0.3030216992
268,0.2800287306,0.3373816907,0.3010272682,0.2916918993,0.2721872032,0.394377619,0.3042680621
269,0.30375278,0.3363894522,0.3051858842,0.3117469549,0.2895704508,0.2643074393,0.3219124377
270,0.3033122718,0.3243345022,0.3175271451,0.3224306703,0.2970454693,0.4534223974,0.3369971216
271,0.308690995,0.3294668794,0.3172746599,0.3114331663,0.2928694487,0.2831281126,0.3243743181
272,0.3567386568,0.3634907901,0.3654118478,0.3758147657,0.3631653786,0.4060884416,0.3802132905
273,0.3849481046,0.3805118501,0.3800018728,0.390458107,0.3773474693,0.3783067167,0.3909200132
274,0.3814593554,0.4235426486,0.4158979356,0.4161781967,0.3899669647,0.8259920478,0.415715456
275,0.3777469099,0.3756566048,0.3826030195,0.3874646127,0.3783795834,1.273205638,0.3853650391
276,0.3719911575,0.4160687923,0.3623173237,0.3919393122,0.3816646039,0.4589451551,0.3918823302
277,0.3594594896,0.3940339983,0.3762488365,0.3793605268,0.3705023825,0.6415655017,0.3743831813
278,0.3683871031,0.4097453356,0.3683586121,0.3800559938,0.373377949,0.3762231767,0.3769204319
279,0.3721569479,0.409869194,0.3753565848,0.3824942112,0.3712213039,0.6640737057,0.3796554804
